lang,text_id,aoi_index,aoi_text,aoi_text_ws_after
en,mistral_greedy_search_item47,87,customers.,False
en,mistral_greedy_search_item48,0,Arkansas,True
en,mistral_greedy_search_item48,1,Faces,True
en,mistral_greedy_search_item48,2,Legal,True
en,mistral_greedy_search_item48,3,Obstacles,True
en,mistral_greedy_search_item48,4,in,True
en,mistral_greedy_search_item48,5,Executing,True
en,mistral_greedy_search_item48,6,Eight,True
en,mistral_greedy_search_item48,7,Inmates,True
en,mistral_greedy_search_item48,8,Over,True
en,mistral_greedy_search_item48,9,11,True
en,mistral_greedy_search_item48,10,Days,True
en,mistral_greedy_search_item48,11,Arkansas,True
en,mistral_greedy_search_item48,12,has,True
en,mistral_greedy_search_item48,13,been,True
en,mistral_greedy_search_item48,14,facing,True
en,mistral_greedy_search_item48,15,legal,True
en,mistral_greedy_search_item48,16,obstacles,True
en,mistral_greedy_search_item48,17,in,True
en,mistral_greedy_search_item48,18,executing,True
en,mistral_greedy_search_item48,19,eight,True
en,mistral_greedy_search_item48,20,inmates,True
en,mistral_greedy_search_item48,21,over,True
en,mistral_greedy_search_item48,22,the,True
en,mistral_greedy_search_item48,23,past,True
en,mistral_greedy_search_item48,24,11,True
en,mistral_greedy_search_item48,25,days,True
en,mistral_greedy_search_item48,26,due,True
en,mistral_greedy_search_item48,27,to,True
en,mistral_greedy_search_item48,28,drug,True
en,mistral_greedy_search_item48,29,expiration.,True
en,mistral_greedy_search_item48,30,The,True
en,mistral_greedy_search_item48,31,state,True
en,mistral_greedy_search_item48,32,has,True
en,mistral_greedy_search_item48,33,been,True
en,mistral_greedy_search_item48,34,trying,True
en,mistral_greedy_search_item48,35,to,True
en,mistral_greedy_search_item48,36,carry,True
en,mistral_greedy_search_item48,37,out,True
en,mistral_greedy_search_item48,38,the,True
en,mistral_greedy_search_item48,39,"executions,",True
en,mistral_greedy_search_item48,40,but,True
en,mistral_greedy_search_item48,41,state,True
en,mistral_greedy_search_item48,42,and,True
en,mistral_greedy_search_item48,43,federal,True
en,mistral_greedy_search_item48,44,judges,True
en,mistral_greedy_search_item48,45,have,True
en,mistral_greedy_search_item48,46,been,True
en,mistral_greedy_search_item48,47,blocking,True
en,mistral_greedy_search_item48,48,the,True
en,mistral_greedy_search_item48,49,"process,",True
en,mistral_greedy_search_item48,50,citing,True
en,mistral_greedy_search_item48,51,concerns,True
en,mistral_greedy_search_item48,52,over,True
en,mistral_greedy_search_item48,53,drug,True
en,mistral_greedy_search_item48,54,acquisition,True
en,mistral_greedy_search_item48,55,and,True
en,mistral_greedy_search_item48,56,the,True
en,mistral_greedy_search_item48,57,risk,True
en,mistral_greedy_search_item48,58,of,True
en,mistral_greedy_search_item48,59,suffering,True
en,mistral_greedy_search_item48,60,during,True
en,mistral_greedy_search_item48,61,midazolam-based,True
en,mistral_greedy_search_item48,62,executions.,True
en,mistral_greedy_search_item48,63,The,True
en,mistral_greedy_search_item48,64,state,True
en,mistral_greedy_search_item48,65,has,True
en,mistral_greedy_search_item48,66,appealed,True
en,mistral_greedy_search_item48,67,the,True
en,mistral_greedy_search_item48,68,"decision,",True
en,mistral_greedy_search_item48,69,seeking,True
en,mistral_greedy_search_item48,70,a,True
en,mistral_greedy_search_item48,71,quick,True
en,mistral_greedy_search_item48,72,resolution.,True
en,mistral_greedy_search_item48,73,The,True
en,mistral_greedy_search_item48,74,executions,True
en,mistral_greedy_search_item48,75,were,True
en,mistral_greedy_search_item48,76,scheduled,True
en,mistral_greedy_search_item48,77,to,True
en,mistral_greedy_search_item48,78,take,True
en,mistral_greedy_search_item48,79,place,True
en,mistral_greedy_search_item48,80,between,True
en,mistral_greedy_search_item48,81,April,True
en,mistral_greedy_search_item48,82,13th,True
en,mistral_greedy_search_item48,83,and,True
en,mistral_greedy_search_item48,84,April,True
en,mistral_greedy_search_item48,85,"24th,",True
en,mistral_greedy_search_item48,86,but,True
en,mistral_greedy_search_item48,87,the,True
en,mistral_greedy_search_item48,88,state,True
en,mistral_greedy_search_item48,89,has,True
en,mistral_greedy_search_item48,90,been,True
en,mistral_greedy_search_item48,91,unable,True
en,mistral_greedy_search_item48,92,to,True
en,mistral_greedy_search_item48,93,acquire,True
en,mistral_greedy_search_item48,94,the,True
en,mistral_greedy_search_item48,95,necessary,True
en,mistral_greedy_search_item48,96,drugs,True
en,mistral_greedy_search_item48,97,due,True
en,mistral_greedy_search_item48,98,to,True
en,mistral_greedy_search_item48,99,a,True
en,mistral_greedy_search_item48,100,shortage.,False
en,mistral_greedy_search_item49,0,Murad,True
en,mistral_greedy_search_item49,1,"Rahimov,",True
en,mistral_greedy_search_item49,2,a,True
en,mistral_greedy_search_item49,3,16-year-old,True
en,mistral_greedy_search_item49,4,U.S.,True
en,mistral_greedy_search_item49,5,citizen,True
en,mistral_greedy_search_item49,6,with,True
en,mistral_greedy_search_item49,7,a,True
en,mistral_greedy_search_item49,8,passion,True
en,mistral_greedy_search_item49,9,for,True
en,mistral_greedy_search_item49,10,space,True
en,mistral_greedy_search_item49,11,"exploration,",True
en,mistral_greedy_search_item49,12,recently,True
en,mistral_greedy_search_item49,13,fulfilled,True
en,mistral_greedy_search_item49,14,his,True
en,mistral_greedy_search_item49,15,dream,True
en,mistral_greedy_search_item49,16,of,True
en,mistral_greedy_search_item49,17,visiting,True
en,mistral_greedy_search_item49,18,NASA's,True
en,mistral_greedy_search_item49,19,Goddard,True
en,mistral_greedy_search_item49,20,Space,True
en,mistral_greedy_search_item49,21,Flight,True
en,mistral_greedy_search_item49,22,Center.,True
en,mistral_greedy_search_item49,23,Guided,True
en,mistral_greedy_search_item49,24,by,True
en,mistral_greedy_search_item49,25,astrophysicist,True
en,mistral_greedy_search_item49,26,Jeremy,True
en,mistral_greedy_search_item49,27,"Schnittman,",True
en,mistral_greedy_search_item49,28,Murad,True
en,mistral_greedy_search_item49,29,spent,True
en,mistral_greedy_search_item49,30,several,True
en,mistral_greedy_search_item49,31,days,True
en,mistral_greedy_search_item49,32,engaging,True
en,mistral_greedy_search_item49,33,with,True
en,mistral_greedy_search_item49,34,scientists,True
en,mistral_greedy_search_item49,35,and,True
en,mistral_greedy_search_item49,36,learning,True
en,mistral_greedy_search_item49,37,about,True
en,mistral_greedy_search_item49,38,the,True
en,mistral_greedy_search_item49,39,latest,True
en,mistral_greedy_search_item49,40,advancements,True
en,mistral_greedy_search_item49,41,in,True
en,mistral_greedy_search_item49,42,space,True
en,mistral_greedy_search_item49,43,exploration.,True
en,mistral_greedy_search_item49,44,"Murad,",True
en,mistral_greedy_search_item49,45,who,True
en,mistral_greedy_search_item49,46,hails,True
en,mistral_greedy_search_item49,47,from,True
en,mistral_greedy_search_item49,48,"Uzbekistan,",True
en,mistral_greedy_search_item49,49,has,True
en,mistral_greedy_search_item49,50,always,True
en,mistral_greedy_search_item49,51,been,True
en,mistral_greedy_search_item49,52,fascinated,True
en,mistral_greedy_search_item49,53,by,True
en,mistral_greedy_search_item49,54,the,True
en,mistral_greedy_search_item49,55,mysteries,True
en,mistral_greedy_search_item49,56,of,True
en,mistral_greedy_search_item49,57,space.,True
en,mistral_greedy_search_item49,58,He,True
en,mistral_greedy_search_item49,59,spent,True
en,mistral_greedy_search_item49,60,countless,True
en,mistral_greedy_search_item49,61,hours,True
en,mistral_greedy_search_item49,62,reading,True
en,mistral_greedy_search_item49,63,books,True
en,mistral_greedy_search_item49,64,and,True
en,mistral_greedy_search_item49,65,watching,True
en,mistral_greedy_search_item49,66,documentaries,True
en,mistral_greedy_search_item49,67,about,True
en,mistral_greedy_search_item49,68,the,True
en,mistral_greedy_search_item49,69,"cosmos,",True
en,mistral_greedy_search_item49,70,dreaming,True
en,mistral_greedy_search_item49,71,of,True
en,mistral_greedy_search_item49,72,one,True
en,mistral_greedy_search_item49,73,day,True
en,mistral_greedy_search_item49,74,exploring,True
en,mistral_greedy_search_item49,75,the,True
en,mistral_greedy_search_item49,76,stars,True
en,mistral_greedy_search_item49,77,himself.,False
en,mistral_greedy_search_item51,0,Auguste,True
en,mistral_greedy_search_item51,1,"Comte,",True
en,mistral_greedy_search_item51,2,the,True
en,mistral_greedy_search_item51,3,father,True
en,mistral_greedy_search_item51,4,of,True
en,mistral_greedy_search_item51,5,"sociology,",True
en,mistral_greedy_search_item51,6,believed,True
en,mistral_greedy_search_item51,7,that,True
en,mistral_greedy_search_item51,8,altruism,True
en,mistral_greedy_search_item51,9,and,True
en,mistral_greedy_search_item51,10,selflessness,True
en,mistral_greedy_search_item51,11,were,True
en,mistral_greedy_search_item51,12,essential,True
en,mistral_greedy_search_item51,13,for,True
en,mistral_greedy_search_item51,14,the,True
en,mistral_greedy_search_item51,15,development,True
en,mistral_greedy_search_item51,16,of,True
en,mistral_greedy_search_item51,17,society.,True
en,mistral_greedy_search_item51,18,He,True
en,mistral_greedy_search_item51,19,argued,True
en,mistral_greedy_search_item51,20,that,True
en,mistral_greedy_search_item51,21,these,True
en,mistral_greedy_search_item51,22,virtues,True
en,mistral_greedy_search_item51,23,were,True
en,mistral_greedy_search_item51,24,necessary,True
en,mistral_greedy_search_item51,25,for,True
en,mistral_greedy_search_item51,26,the,True
en,mistral_greedy_search_item51,27,establishment,True
en,mistral_greedy_search_item51,28,of,True
en,mistral_greedy_search_item51,29,"reciprocity,",True
en,mistral_greedy_search_item51,30,which,True
en,mistral_greedy_search_item51,31,in,True
en,mistral_greedy_search_item51,32,turn,True
en,mistral_greedy_search_item51,33,led,True
en,mistral_greedy_search_item51,34,to,True
en,mistral_greedy_search_item51,35,social,True
en,mistral_greedy_search_item51,36,cohesion,True
en,mistral_greedy_search_item51,37,and,True
en,mistral_greedy_search_item51,38,progress.,True
en,mistral_greedy_search_item51,39,Comte's,True
en,mistral_greedy_search_item51,40,biological,True
en,mistral_greedy_search_item51,41,observations,True
en,mistral_greedy_search_item51,42,of,True
en,mistral_greedy_search_item51,43,the,True
en,mistral_greedy_search_item51,44,natural,True
en,mistral_greedy_search_item51,45,world,True
en,mistral_greedy_search_item51,46,also,True
en,mistral_greedy_search_item51,47,influenced,True
en,mistral_greedy_search_item51,48,his,True
en,mistral_greedy_search_item51,49,views,True
en,mistral_greedy_search_item51,50,on,True
en,mistral_greedy_search_item51,51,social,True
en,mistral_greedy_search_item51,52,"behavior,",True
en,mistral_greedy_search_item51,53,as,True
en,mistral_greedy_search_item51,54,he,True
en,mistral_greedy_search_item51,55,believed,True
en,mistral_greedy_search_item51,56,that,True
en,mistral_greedy_search_item51,57,the,True
en,mistral_greedy_search_item51,58,same,True
en,mistral_greedy_search_item51,59,principles,True
en,mistral_greedy_search_item51,60,that,True
en,mistral_greedy_search_item51,61,governed,True
en,mistral_greedy_search_item51,62,the,True
en,mistral_greedy_search_item51,63,survival,True
en,mistral_greedy_search_item51,64,of,True
en,mistral_greedy_search_item51,65,organisms,True
en,mistral_greedy_search_item51,66,in,True
en,mistral_greedy_search_item51,67,the,True
en,mistral_greedy_search_item51,68,wild,True
en,mistral_greedy_search_item51,69,could,True
en,mistral_greedy_search_item51,70,be,True
en,mistral_greedy_search_item51,71,applied,True
en,mistral_greedy_search_item51,72,to,True
en,mistral_greedy_search_item51,73,human,True
en,mistral_greedy_search_item51,74,societies.,True
en,mistral_greedy_search_item51,75,In,True
en,mistral_greedy_search_item51,76,his,True
en,mistral_greedy_search_item51,77,"view,",True
en,mistral_greedy_search_item51,78,altruism,True
en,mistral_greedy_search_item51,79,and,True
en,mistral_greedy_search_item51,80,selflessness,True
en,mistral_greedy_search_item51,81,were,True
en,mistral_greedy_search_item51,82,key,True
en,mistral_greedy_search_item51,83,to,True
en,mistral_greedy_search_item51,84,ensuring,True
en,mistral_greedy_search_item51,85,the,True
en,mistral_greedy_search_item51,86,survival,True
en,mistral_greedy_search_item51,87,and,True
en,mistral_greedy_search_item51,88,success,True
en,mistral_greedy_search_item51,89,of,True
en,mistral_greedy_search_item51,90,the,True
en,mistral_greedy_search_item51,91,species,True
en,mistral_greedy_search_item51,92,as,True
en,mistral_greedy_search_item51,93,a,True
en,mistral_greedy_search_item51,94,whole.,False
en,mistral_greedy_search_item52,0,Alfred,True
en,mistral_greedy_search_item52,1,Bernhard,True
en,mistral_greedy_search_item52,2,Nobel,True
en,mistral_greedy_search_item52,3,was,True
en,mistral_greedy_search_item52,4,a,True
en,mistral_greedy_search_item52,5,Swedish,True
en,mistral_greedy_search_item52,6,chemist,True
en,mistral_greedy_search_item52,7,and,True
en,mistral_greedy_search_item52,8,inventor,True
en,mistral_greedy_search_item52,9,who,True
en,mistral_greedy_search_item52,10,is,True
en,mistral_greedy_search_item52,11,most,True
en,mistral_greedy_search_item52,12,famous,True
en,mistral_greedy_search_item52,13,for,True
en,mistral_greedy_search_item52,14,inventing,True
en,mistral_greedy_search_item52,15,dynamite.,True
en,mistral_greedy_search_item52,16,In,True
en,mistral_greedy_search_item52,17,"1896,",True
en,mistral_greedy_search_item52,18,he,True
en,mistral_greedy_search_item52,19,established,True
en,mistral_greedy_search_item52,20,the,True
en,mistral_greedy_search_item52,21,Nobel,True
en,mistral_greedy_search_item52,22,"Prize,",True
en,mistral_greedy_search_item52,23,which,True
en,mistral_greedy_search_item52,24,is,True
en,mistral_greedy_search_item52,25,awarded,True
en,mistral_greedy_search_item52,26,annually,True
en,mistral_greedy_search_item52,27,to,True
en,mistral_greedy_search_item52,28,individuals,True
en,mistral_greedy_search_item52,29,and,True
en,mistral_greedy_search_item52,30,organizations,True
en,mistral_greedy_search_item52,31,who,True
en,mistral_greedy_search_item52,32,make,True
en,mistral_greedy_search_item52,33,outstanding,True
en,mistral_greedy_search_item52,34,contributions,True
en,mistral_greedy_search_item52,35,and,True
en,mistral_greedy_search_item52,36,advancements,True
en,mistral_greedy_search_item52,37,in,True
en,mistral_greedy_search_item52,38,various,True
en,mistral_greedy_search_item52,39,fields.,True
en,mistral_greedy_search_item52,40,The,True
en,mistral_greedy_search_item52,41,Nobel,True
en,mistral_greedy_search_item52,42,Prize,True
en,mistral_greedy_search_item52,43,has,True
en,mistral_greedy_search_item52,44,become,True
en,mistral_greedy_search_item52,45,one,True
en,mistral_greedy_search_item52,46,of,True
en,mistral_greedy_search_item52,47,the,True
en,mistral_greedy_search_item52,48,most,True
en,mistral_greedy_search_item52,49,prestigious,True
en,mistral_greedy_search_item52,50,awards,True
en,mistral_greedy_search_item52,51,in,True
en,mistral_greedy_search_item52,52,the,True
en,mistral_greedy_search_item52,53,"world,",True
en,mistral_greedy_search_item52,54,and,True
en,mistral_greedy_search_item52,55,it,True
en,mistral_greedy_search_item52,56,continues,True
en,mistral_greedy_search_item52,57,to,True
en,mistral_greedy_search_item52,58,inspire,True
en,mistral_greedy_search_item52,59,people,True
en,mistral_greedy_search_item52,60,to,True
en,mistral_greedy_search_item52,61,strive,True
en,mistral_greedy_search_item52,62,for,True
en,mistral_greedy_search_item52,63,excellence,True
en,mistral_greedy_search_item52,64,in,True
en,mistral_greedy_search_item52,65,their,True
en,mistral_greedy_search_item52,66,respective,True
en,mistral_greedy_search_item52,67,fields.,False
en,mistral_greedy_search_item53,0,An,True
en,mistral_greedy_search_item53,1,initial,True
en,mistral_greedy_search_item53,2,public,True
en,mistral_greedy_search_item53,3,offering,True
en,mistral_greedy_search_item53,4,(IPO),True
en,mistral_greedy_search_item53,5,is,True
en,mistral_greedy_search_item53,6,a,True
en,mistral_greedy_search_item53,7,way,True
en,mistral_greedy_search_item53,8,for,True
en,mistral_greedy_search_item53,9,a,True
en,mistral_greedy_search_item53,10,company,True
en,mistral_greedy_search_item53,11,to,True
en,mistral_greedy_search_item53,12,raise,True
en,mistral_greedy_search_item53,13,capital,True
en,mistral_greedy_search_item53,14,by,True
en,mistral_greedy_search_item53,15,selling,True
en,mistral_greedy_search_item53,16,shares,True
en,mistral_greedy_search_item53,17,to,True
en,mistral_greedy_search_item53,18,the,True
en,mistral_greedy_search_item53,19,public,True
en,mistral_greedy_search_item53,20,for,True
en,mistral_greedy_search_item53,21,the,True
en,mistral_greedy_search_item53,22,first,True
en,mistral_greedy_search_item53,23,time.,True
en,mistral_greedy_search_item53,24,The,True
en,mistral_greedy_search_item53,25,company,True
en,mistral_greedy_search_item53,26,will,True
en,mistral_greedy_search_item53,27,typically,True
en,mistral_greedy_search_item53,28,work,True
en,mistral_greedy_search_item53,29,with,True
en,mistral_greedy_search_item53,30,investment,True
en,mistral_greedy_search_item53,31,banks,True
en,mistral_greedy_search_item53,32,to,True
en,mistral_greedy_search_item53,33,underwrite,True
en,mistral_greedy_search_item53,34,the,True
en,mistral_greedy_search_item53,35,offering,True
en,mistral_greedy_search_item53,36,and,True
en,mistral_greedy_search_item53,37,help,True
en,mistral_greedy_search_item53,38,price,True
en,mistral_greedy_search_item53,39,the,True
en,mistral_greedy_search_item53,40,shares.,True
en,mistral_greedy_search_item53,41,The,True
en,mistral_greedy_search_item53,42,"prospectus,",True
en,mistral_greedy_search_item53,43,which,True
en,mistral_greedy_search_item53,44,is,True
en,mistral_greedy_search_item53,45,a,True
en,mistral_greedy_search_item53,46,detailed,True
en,mistral_greedy_search_item53,47,document,True
en,mistral_greedy_search_item53,48,that,True
en,mistral_greedy_search_item53,49,provides,True
en,mistral_greedy_search_item53,50,information,True
en,mistral_greedy_search_item53,51,about,True
en,mistral_greedy_search_item53,52,the,True
en,mistral_greedy_search_item53,53,company,True
en,mistral_greedy_search_item53,54,and,True
en,mistral_greedy_search_item53,55,its,True
en,mistral_greedy_search_item53,56,"offer,",True
en,mistral_greedy_search_item53,57,is,True
en,mistral_greedy_search_item53,58,an,True
en,mistral_greedy_search_item53,59,important,True
en,mistral_greedy_search_item53,60,part,True
en,mistral_greedy_search_item53,61,of,True
en,mistral_greedy_search_item53,62,the,True
en,mistral_greedy_search_item53,63,IPO,True
en,mistral_greedy_search_item53,64,process.,True
en,mistral_greedy_search_item53,65,Once,True
en,mistral_greedy_search_item53,66,the,True
en,mistral_greedy_search_item53,67,shares,True
en,mistral_greedy_search_item53,68,are,True
en,mistral_greedy_search_item53,69,"sold,",True
en,mistral_greedy_search_item53,70,the,True
en,mistral_greedy_search_item53,71,company,True
en,mistral_greedy_search_item53,72,will,True
en,mistral_greedy_search_item53,73,enter,True
en,mistral_greedy_search_item53,74,a,True
en,mistral_greedy_search_item53,75,free,True
en,mistral_greedy_search_item53,76,"float,",True
en,mistral_greedy_search_item53,77,meaning,True
en,mistral_greedy_search_item53,78,that,True
en,mistral_greedy_search_item53,79,its,True
en,mistral_greedy_search_item53,80,shares,True
en,mistral_greedy_search_item53,81,are,True
en,mistral_greedy_search_item53,82,freely,True
en,mistral_greedy_search_item53,83,traded,True
en,mistral_greedy_search_item53,84,on,True
en,mistral_greedy_search_item53,85,the,True
en,mistral_greedy_search_item53,86,stock,True
en,mistral_greedy_search_item53,87,market.,False
en,mistral_greedy_search_item55,0,The,True
en,mistral_greedy_search_item55,1,United,True
en,mistral_greedy_search_item55,2,States,True
en,mistral_greedy_search_item55,3,has,True
en,mistral_greedy_search_item55,4,a,True
en,mistral_greedy_search_item55,5,thriving,True
en,mistral_greedy_search_item55,6,consumer,True
en,mistral_greedy_search_item55,7,"economy,",True
en,mistral_greedy_search_item55,8,driven,True
en,mistral_greedy_search_item55,9,by,True
en,mistral_greedy_search_item55,10,the,True
en,mistral_greedy_search_item55,11,spending,True
en,mistral_greedy_search_item55,12,and,True
en,mistral_greedy_search_item55,13,purchasing,True
en,mistral_greedy_search_item55,14,power,True
en,mistral_greedy_search_item55,15,of,True
en,mistral_greedy_search_item55,16,its,True
en,mistral_greedy_search_item55,17,citizens.,True
en,mistral_greedy_search_item55,18,In,True
en,mistral_greedy_search_item55,19,recent,True
en,mistral_greedy_search_item55,20,"years,",True
en,mistral_greedy_search_item55,21,there,True
en,mistral_greedy_search_item55,22,has,True
en,mistral_greedy_search_item55,23,been,True
en,mistral_greedy_search_item55,24,a,True
en,mistral_greedy_search_item55,25,growing,True
en,mistral_greedy_search_item55,26,consumer,True
en,mistral_greedy_search_item55,27,"revolution,",True
en,mistral_greedy_search_item55,28,as,True
en,mistral_greedy_search_item55,29,consumers,True
en,mistral_greedy_search_item55,30,have,True
en,mistral_greedy_search_item55,31,become,True
en,mistral_greedy_search_item55,32,more,True
en,mistral_greedy_search_item55,33,empowered,True
en,mistral_greedy_search_item55,34,and,True
en,mistral_greedy_search_item55,35,"demanding,",True
en,mistral_greedy_search_item55,36,seeking,True
en,mistral_greedy_search_item55,37,out,True
en,mistral_greedy_search_item55,38,better,True
en,mistral_greedy_search_item55,39,"products,",True
en,mistral_greedy_search_item55,40,"services,",True
en,mistral_greedy_search_item55,41,and,True
en,mistral_greedy_search_item55,42,experiences,True
en,mistral_greedy_search_item55,43,at,True
en,mistral_greedy_search_item55,44,competitive,True
en,mistral_greedy_search_item55,45,prices.,True
en,mistral_greedy_search_item55,46,This,True
en,mistral_greedy_search_item55,47,has,True
en,mistral_greedy_search_item55,48,led,True
en,mistral_greedy_search_item55,49,to,True
en,mistral_greedy_search_item55,50,increased,True
en,mistral_greedy_search_item55,51,competition,True
en,mistral_greedy_search_item55,52,among,True
en,mistral_greedy_search_item55,53,"businesses,",True
en,mistral_greedy_search_item55,54,resulting,True
en,mistral_greedy_search_item55,55,in,True
en,mistral_greedy_search_item55,56,"innovation,",True
en,mistral_greedy_search_item55,57,"efficiency,",True
en,mistral_greedy_search_item55,58,and,True
en,mistral_greedy_search_item55,59,growth.,True
en,mistral_greedy_search_item55,60,As,True
en,mistral_greedy_search_item55,61,a,True
en,mistral_greedy_search_item55,62,"result,",True
en,mistral_greedy_search_item55,63,the,True
en,mistral_greedy_search_item55,64,GDP,True
en,mistral_greedy_search_item55,65,of,True
en,mistral_greedy_search_item55,66,the,True
en,mistral_greedy_search_item55,67,United,True
en,mistral_greedy_search_item55,68,States,True
en,mistral_greedy_search_item55,69,has,True
en,mistral_greedy_search_item55,70,continued,True
en,mistral_greedy_search_item55,71,to,True
en,mistral_greedy_search_item55,72,"grow,",True
en,mistral_greedy_search_item55,73,fueled,True
en,mistral_greedy_search_item55,74,by,True
en,mistral_greedy_search_item55,75,the,True
en,mistral_greedy_search_item55,76,consumer,True
en,mistral_greedy_search_item55,77,sector.,True
en,mistral_greedy_search_item55,78,"Overall,",True
en,mistral_greedy_search_item55,79,the,True
en,mistral_greedy_search_item55,80,consumer,True
en,mistral_greedy_search_item55,81,economy,True
en,mistral_greedy_search_item55,82,plays,True
en,mistral_greedy_search_item55,83,a,True
en,mistral_greedy_search_item55,84,vital,True
en,mistral_greedy_search_item55,85,role,True
en,mistral_greedy_search_item55,86,in,True
en,mistral_greedy_search_item55,87,the,True
en,mistral_greedy_search_item55,88,success,True
en,mistral_greedy_search_item55,89,and,True
en,mistral_greedy_search_item55,90,prosperity,True
en,mistral_greedy_search_item55,91,of,True
en,mistral_greedy_search_item55,92,the,True
en,mistral_greedy_search_item55,93,United,True
en,mistral_greedy_search_item55,94,States.,False
en,mistral_greedy_search_item59,0,Competition,True
en,mistral_greedy_search_item59,1,can,True
en,mistral_greedy_search_item59,2,be,True
en,mistral_greedy_search_item59,3,viewed,True
en,mistral_greedy_search_item59,4,as,True
en,mistral_greedy_search_item59,5,both,True
en,mistral_greedy_search_item59,6,healthy,True
en,mistral_greedy_search_item59,7,and,True
en,mistral_greedy_search_item59,8,"unhealthy,",True
en,mistral_greedy_search_item59,9,depending,True
en,mistral_greedy_search_item59,10,on,True
en,mistral_greedy_search_item59,11,the,True
en,mistral_greedy_search_item59,12,context,True
en,mistral_greedy_search_item59,13,and,True
en,mistral_greedy_search_item59,14,circumstances.,True
en,mistral_greedy_search_item59,15,On,True
en,mistral_greedy_search_item59,16,one,True
en,mistral_greedy_search_item59,17,"hand,",True
en,mistral_greedy_search_item59,18,competition,True
en,mistral_greedy_search_item59,19,can,True
en,mistral_greedy_search_item59,20,be,True
en,mistral_greedy_search_item59,21,a,True
en,mistral_greedy_search_item59,22,powerful,True
en,mistral_greedy_search_item59,23,motivator,True
en,mistral_greedy_search_item59,24,that,True
en,mistral_greedy_search_item59,25,drives,True
en,mistral_greedy_search_item59,26,individuals,True
en,mistral_greedy_search_item59,27,to,True
en,mistral_greedy_search_item59,28,perform,True
en,mistral_greedy_search_item59,29,at,True
en,mistral_greedy_search_item59,30,their,True
en,mistral_greedy_search_item59,31,best,True
en,mistral_greedy_search_item59,32,and,True
en,mistral_greedy_search_item59,33,achieve,True
en,mistral_greedy_search_item59,34,their,True
en,mistral_greedy_search_item59,35,goals.,True
en,mistral_greedy_search_item59,36,It,True
en,mistral_greedy_search_item59,37,can,True
en,mistral_greedy_search_item59,38,also,True
en,mistral_greedy_search_item59,39,foster,True
en,mistral_greedy_search_item59,40,"innovation,",True
en,mistral_greedy_search_item59,41,"creativity,",True
en,mistral_greedy_search_item59,42,and,True
en,mistral_greedy_search_item59,43,"progress,",True
en,mistral_greedy_search_item59,44,as,True
en,mistral_greedy_search_item59,45,people,True
en,mistral_greedy_search_item59,46,strive,True
en,mistral_greedy_search_item59,47,to,True
en,mistral_greedy_search_item59,48,outdo,True
en,mistral_greedy_search_item59,49,each,True
en,mistral_greedy_search_item59,50,other,True
en,mistral_greedy_search_item59,51,and,True
en,mistral_greedy_search_item59,52,come,True
en,mistral_greedy_search_item59,53,up,True
en,mistral_greedy_search_item59,54,with,True
en,mistral_greedy_search_item59,55,new,True
en,mistral_greedy_search_item59,56,and,True
en,mistral_greedy_search_item59,57,better,True
en,mistral_greedy_search_item59,58,ways,True
en,mistral_greedy_search_item59,59,of,True
en,mistral_greedy_search_item59,60,doing,True
en,mistral_greedy_search_item59,61,things.,True
en,mistral_greedy_search_item59,62,In,True
en,mistral_greedy_search_item59,63,a,True
en,mistral_greedy_search_item59,64,business,True
en,mistral_greedy_search_item59,65,"context,",True
en,mistral_greedy_search_item59,66,competition,True
en,mistral_greedy_search_item59,67,can,True
en,mistral_greedy_search_item59,68,lead,True
en,mistral_greedy_search_item59,69,to,True
en,mistral_greedy_search_item59,70,lower,True
en,mistral_greedy_search_item59,71,"prices,",True
en,mistral_greedy_search_item59,72,better,True
en,mistral_greedy_search_item59,73,"products,",True
en,mistral_greedy_search_item59,74,and,True
en,mistral_greedy_search_item59,75,greater,True
en,mistral_greedy_search_item59,76,consumer,True
en,mistral_greedy_search_item59,77,choice.,True
en,mistral_greedy_search_item59,78,On,True
en,mistral_greedy_search_item59,79,the,True
en,mistral_greedy_search_item59,80,other,True
en,mistral_greedy_search_item59,81,"hand,",True
en,mistral_greedy_search_item59,82,competition,True
en,mistral_greedy_search_item59,83,can,True
en,mistral_greedy_search_item59,84,also,True
en,mistral_greedy_search_item59,85,have,True
en,mistral_greedy_search_item59,86,negative,True
en,mistral_greedy_search_item59,87,"effects,",True
en,mistral_greedy_search_item59,88,such,True
en,mistral_greedy_search_item59,89,as,True
en,mistral_greedy_search_item59,90,increasing,True
en,mistral_greedy_search_item59,91,"stress,",True
en,mistral_greedy_search_item59,92,"anxiety,",True
en,mistral_greedy_search_item59,93,and,True
en,mistral_greedy_search_item59,94,tension.,False
en,mistral_greedy_search_item68,0,Artificial,True
en,mistral_greedy_search_item68,1,intelligence,True
en,mistral_greedy_search_item68,2,(AI),True
en,mistral_greedy_search_item68,3,has,True
en,mistral_greedy_search_item68,4,the,True
en,mistral_greedy_search_item68,5,potential,True
en,mistral_greedy_search_item68,6,to,True
en,mistral_greedy_search_item68,7,revolutionize,True
en,mistral_greedy_search_item68,8,many,True
en,mistral_greedy_search_item68,9,aspects,True
en,mistral_greedy_search_item68,10,of,True
en,mistral_greedy_search_item68,11,"government,",True
en,mistral_greedy_search_item68,12,from,True
en,mistral_greedy_search_item68,13,improving,True
en,mistral_greedy_search_item68,14,efficiency,True
